ID,Date,Description,Currency,Amount,Type,Tags,Account,Status,Memo,IOU
226280629,2025-07-31,"Balance adjustment",CAD,-304.3,Transfer,,"Credit Card - RBC",Cleared," "
226271461,2025-07-31,"Credit Card settlement - Amazon Card",CAD,-1467.14,Transfer,"Banking & Finance / Credit Card Related,Shopping,Banking & Finance / Amazon Card","Chequing + Savings - RBC",Cleared," "
226271461,2025-07-31,"Credit Card settlement - Amazon Card",CAD,1467.14,Transfer,"Banking & Finance / Credit Card Related,Shopping,Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
226076365,2025-07-31,"Achchi & Seeya's Outfit (Amazon.ca)",CAD,26.99,Refund,"Banking & Finance / Shared,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225993705,2025-07-31,"Backdrop Frame - Kiaan's 1st Birthday (Amazon.ca)",CAD,116.38,Refund,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225993704,2025-07-31,"Table Decors - Kiaan's 1st Birthday (Amazon.ca)",CAD,80.97,Refund,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225867203,2025-07-31,"Kavindu's Outfit (Amazon.ca) - return",CAD,100.67,Refund,"Shopping,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225867200,2025-07-31,"Kiaan's Shoes   - Kiaan's 1st Birthday (Amazon.ca) - return",CAD,54.05,Refund,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225647279,2025-07-31,"WD Red Plus HDD (Amazon.ca) - return",CAD,158.16,Refund,"Shopping / New Setup,Banking & Finance / Amazon Card,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225647085,2025-07-31,"TP Link WiFi extender (Amazon.ca) - return",CAD,86.77,Refund,"Shopping,Shopping / New Setup,Banking & Finance / Amazon Card,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225614624,2025-07-31,"Balloon Structure, Backdrop, Decors - Kiaan's 1st Birthday (Amazon.ca)",CAD,439.31,Refund,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225486314,2025-07-31,"Kids Pool (Amazon.ca) - return",CAD,79.09,Refund,"Extended Family / Parent Visit (Summary 2025),Banking & Finance / Amazon Card,Shopping / Returnable","Credit Card - Amazon",Cleared," "
215961572,2025-07-31,"Shared Expenses - K",CAD,-800,Transfer,"Banking & Finance / Credit Card Related","Joint Account - RBC",Cleared," "
215961572,2025-07-31,"Shared Expenses - K",CAD,800,Transfer,"Banking & Finance / Credit Card Related","Credit Card - RBC",Cleared," "
215961534,2025-07-31,"Salary (Jobber)",CAD,4658.08,Income,"Banking & Finance / Salary,Banking & Finance","Chequing + Savings - RBC",Cleared," "
215960772,2025-07-31,"Credit Card settlement - RBC",CAD,-1800,Transfer,"Banking & Finance / Credit Card Related","Chequing + Savings - RBC",Cleared," "
215960772,2025-07-31,"Credit Card settlement - RBC",CAD,1800,Transfer,"Banking & Finance / Credit Card Related","Credit Card - RBC",Cleared," "
215960500,2025-07-31,"Credit Card Settlement - Costco",CAD,-520.34,Transfer,"Banking & Finance / Credit Card Related","Joint Account - RBC",Cleared," "
215960500,2025-07-31,"Credit Card Settlement - Costco",CAD,520.34,Transfer,"Banking & Finance / Credit Card Related","Credit Card - CIBC (Costco)",Cleared," "
226216948,2025-07-30,"Sander, Thaththa's Gift (Amazon.ca)",CAD,-67.77,Expense,"Gifts,Banking & Finance / Shared,Shopping / Household,Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
226136873,2025-07-28,"Ethereal Exposures - Final Payment",CAD,-150,Expense,"Banking & Finance / Shared,Kiaan - Master / Events / 1st Birthday","Chequing + Savings - RBC",Cleared," "
215975294,2025-07-28,"YouTube Premium (Monthly)",CAD,-14.68,Expense,"Services,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
226076386,2025-07-26,"Ramisha's Outfit (Amazon.ca)",CAD,-52.25,Expense,"Banking & Finance / Shared,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
226076362,2025-07-26,"Achchi & Seeya's Outfit (Amazon.ca)",CAD,-33.89,Expense,"Shopping,Banking & Finance / Shared,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday","Credit Card - Amazon",Cleared," "
226076348,2025-07-26,"Groceries (Costco - Instacart)",CAD,-95.25,Expense,"Food and Beverages / Groceries","Credit Card - CIBC (Costco)",Cleared," "
226076344,2025-07-26,"Groceries (Sobeys)",CAD,-54.19,Expense,"Food and Beverages / Groceries,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
226076343,2025-07-26,"Uber (Salon to Home)",CAD,-13.94,Expense,"Vehicle and Transportation / Buses & Tuks & Cabs,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
226076342,2025-07-26,"Uber (Home to Salon)",CAD,-14.32,Expense,"Vehicle and Transportation / Buses & Tuks & Cabs,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
226027270,2025-07-25,"Google Nest Dev (2025)",CAD,-7.72,Expense,"Work / Narathota / Tech Services","Credit Card - RBC",Cleared," "
226022752,2025-07-25,"Kiaan's Poster Printouts (Staples)",CAD,-49.13,Expense,"Banking & Finance / Shared,Kiaan - Master / Events / 1st Birthday","Credit Card - RBC",Cleared," "
219339722,2025-07-25,"Mortgage Payment (Lump Sum)",CAD,-250,Expense,"Living / Home - 193 Westbank Tr / Payments / Mortgage / Lump Sum","Joint Account - RBC",Cleared," "
215961462,2025-07-25,"RBC Insurance (Home & Auto) Payment",CAD,-418.12,Expense,"Living / Home - 193 Westbank Tr / Payments / Insurance,Living / Red Diamond / Payments / Insurance,Banking & Finance / Insurance / Home & Auto","Joint Account - RBC",Cleared," "
215961413,2025-07-25,"Mortgage Payment",CAD,-2142.98,Expense,"Living / Home - 193 Westbank Tr / Payments / Mortgage","Joint Account - RBC",Cleared," "
215960668,2025-07-25,"Car Payment",CAD,-447.04,Expense,"Living / Red Diamond / Payments / Car Payments","Joint Account - RBC",Cleared," "
225995862,2025-07-24,"Achchi & Seeya's Outfit (Amazon.ca)",CAD,-47.44,Expense,"Shopping,Banking & Finance / Shared,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday","Credit Card - Amazon",Cleared," "
225993698,2025-07-24,"Backdrop Frame - Kiaan's 1st Birthday (Amazon.ca)",CAD,-116.38,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225993697,2025-07-24,"Table Decors - Kiaan's 1st Birthday (Amazon.ca)",CAD,-80.97,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225993687,2025-07-24,"Parking (Back2Play)",CAD,-4.5,Expense,"Banking & Finance / Shared,Living / Red Diamond / Parking","Credit Card - RBC",Cleared," "
225993685,2025-07-24,"Shopping (Limeridge Medical)",CAD,-53.85,Expense,"Shopping,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225993690,2025-07-23,"Shopping (Homesense)",CAD,-27.04,Expense,"Banking & Finance / Shared,Shopping / Household,Extended Family / Parent Visit (Summary 2025)","Credit Card - RBC",Cleared," "
215960883,2025-07-23,"Joint Deposit - R",CAD,1000,Income,"Banking & Finance","Joint Account - RBC",Cleared," "
215960846,2025-07-23,"Joint Deposit - K",CAD,-3000,Transfer,"Banking & Finance","Chequing + Savings - RBC",Cleared," "
215960846,2025-07-23,"Joint Deposit - K",CAD,3000,Transfer,"Banking & Finance","Joint Account - RBC",Cleared," "
225965274,2025-07-22,"Dinner (Saravana Bhawan)",CAD,-31.36,Expense,"Food and Beverages / Eating Out / Dinner,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225965273,2025-07-22,"Groceries (Fortinos)",CAD,-21.99,Expense,"Food and Beverages / Groceries,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225896650,2025-07-22,"Kiaan's Cake (Beyond)",CAD,-10.17,Expense,"Banking & Finance / Shared,Kiaan - Master","Credit Card - RBC",Cleared," "
225896643,2025-07-22,"Groceries (Sobeys)",CAD,-101.65,Expense,"Food and Beverages / Groceries,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225896642,2025-07-22,"Dinner (Shawarma Royale) - Uber Eats",CAD,-69.6,Expense,"Food and Beverages / Eating Out / Dinner,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225879545,2025-07-22,"Email Service - Google (Narathota)",CAD,-8.81,Expense,Services,"Credit Card - RBC",Cleared," "
225867202,2025-07-21,"Kavindu's Outfit (Amazon.ca)",CAD,-100.67,Expense,"Shopping,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225865544,2025-07-21,"Kiaan's Shoes   - Kiaan's 1st Birthday (Amazon.ca)",CAD,-54.05,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225839295,2025-07-21,"Mobile Bill (Rogers) - (Monthly)",CAD,-140.94,Expense,Services,"Credit Card - RBC",Cleared," "
215975282,2025-07-21,"Email (Squarespace) (Monthly)",CAD,-10.17,Expense,"Work / Narathota / Email & Domain","Credit Card - RBC",Cleared," "
215961233,2025-07-21,"Mobile Bill (Rogers)",CAD,-141.45,Expense,Services,"Credit Card - RBC",Cleared," "
225812748,2025-07-20,"Netflix (Monthly)",CAD,-11.12,Expense,"Services,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
215975306,2025-07-20,"Netflix (Monthly)",CAD,-11.12,Expense,"Services,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
215961510,2025-07-20,"RESP (Monthly)",CAD,-250,Expense,"Banking & Finance / Kiaan's Finances / RESP","Joint Account - RBC",Cleared," "
215961360,2025-07-20,"Monthly Fee - RBC (Joint)",CAD,-11.95,Expense,"Banking & Finance / Banking Fees","Joint Account - RBC",Cleared," "
215961290,2025-07-20,"Monthly Fee - RBC (Chequing)",CAD,-11.95,Expense,"Banking & Finance / Banking Fees","Chequing + Savings - RBC",Cleared," "
215960732,2025-07-20,"CCB (Monthly)",CAD,131,Income,"Banking & Finance / Kiaan's Finances / CCB","Joint Account - RBC",Cleared," "
224216463,2025-07-19,"Neck Pillow  (Amazon.ca) - return",CAD,23.72,Refund,"Shopping,Shopping / New Setup,Travel / Work Trips / Edmonton (06 - 2025)","Credit Card - RBC",Cleared," "
224001735,2025-07-19,"Bed Rail (Amazon.ca) - return",CAD,62.66,Refund,"Shopping,Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master","Credit Card - RBC",Cleared," "
223742443,2025-07-19,"Power Bank  (Amazon.ca) - return",CAD,84.74,Refund,"Shopping,Shopping / New Setup,Travel / Work Trips / Edmonton (06 - 2025)","Credit Card - RBC",Cleared," "
226269878,2025-07-18,"Fuel (Costco)",CAD,-56.88,Expense,"Vehicle and Transportation / Fuel","Credit Card - CIBC (Costco)",Cleared," "
225701944,2025-07-18,"Other Stuff - Shorts (Amazon.ca) - Nangi - return",CAD,34.08,Refund,"Shopping,Extended Family / Parent Visit (Summary 2025),Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
215960611,2025-07-18,"Alectra Utilities Payment",CAD,-330.84,Expense,"Living / Home - 193 Westbank Tr / Payments / Utilities","Joint Account - RBC",Cleared," "
225767653,2025-07-17,"Dinner (Neighbor Shawarma) - DoorDash",CAD,-55,Expense,"Food and Beverages / Eating Out / Dinner,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225732419,2025-07-16,"Dinner (Mr. Puffs) - DoorDash",CAD,-28,Expense,"Food and Beverages / Eating Out / Dinner,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225732418,2025-07-16,"Shopping (Home Depot)",CAD,-159.56,Expense,"Banking & Finance / Shared,Shopping / Household","Credit Card - RBC",Cleared," "
225702983,2025-07-16,"Groceries (Costco - Instacart)",CAD,-270.01,Expense,"Food and Beverages / Groceries","Credit Card - CIBC (Costco)",Cleared," "
225647278,2025-07-15,"WD Red Plus HDD, Enclosure (Amazon.ca)",CAD,-191.15,Expense,"Shopping / New Setup,Banking & Finance / Amazon Card,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225645343,2025-07-15,"Other Stuff - Shorts (Amazon.ca) - Nangi",CAD,-34.08,Expense,"Shopping,Extended Family / Parent Visit (Summary 2025),Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
215961533,2025-07-15,"Salary (Jobber)",CAD,4582.85,Income,"Banking & Finance / Salary,Banking & Finance","Chequing + Savings - RBC",Cleared," "
225614616,2025-07-14,"Balloon Structure, Backdrop, Decors - Kiaan's 1st Birthday (Amazon.ca)",CAD,-439.31,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday,Shopping / Returnable","Credit Card - Amazon",Cleared," "
215960646,2025-07-14,"Bell Payment",CAD,-153.68,Expense,"Living / Home - 193 Westbank Tr / Payments / Utilities","Joint Account - RBC",Cleared," "
225647084,2025-07-13,"TP Link WiFi extender (Amazon.ca)",CAD,-86.77,Expense,"Shopping,Shopping / New Setup,Banking & Finance / Amazon Card,Shopping / Returnable","Credit Card - Amazon",Cleared," "
225569092,2025-07-13,"Ethereal Exposures - Deposit",CAD,-100,Expense,"Banking & Finance / Shared,Kiaan - Master / Events / 1st Birthday","Chequing + Savings - RBC",Cleared," "
225569052,2025-07-13,"Balance adjustment",CAD,15.41,Transfer,,"Credit Card - RBC",Cleared," "
225569001,2025-07-13,"Balance adjustment",CAD,-95.62,Transfer,,"Chequing + Savings - RBC",Cleared," "
225569050,2025-07-12,"Groceries (Uthayaam Supermarket - Mississauga)",CAD,-113.26,Expense,"Food and Beverages / Groceries,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225569049,2025-07-12,"Lunch (Lankan Delight)",CAD,-63.23,Expense,"Food and Beverages / Eating Out / Lunch,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225569048,2025-07-12,"Breakfast (Tim Hortons)",CAD,-30.4,Expense,"Food and Beverages / Eating Out / Breakfast,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225509736,2025-07-11,"Art Set (Amazon.ca)",CAD,-20.78,Expense,"Gifts,Shopping,Banking & Finance / Shared,Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
219339721,2025-07-11,"Mortgage Payment (Lump Sum)",CAD,-250,Expense,"Living / Home - 193 Westbank Tr / Payments / Mortgage / Lump Sum","Joint Account - RBC",Cleared," "
215961412,2025-07-11,"Mortgage Payment",CAD,-2142.98,Expense,"Living / Home - 193 Westbank Tr / Payments / Mortgage","Joint Account - RBC",Cleared," "
215960667,2025-07-11,"Car Payment",CAD,-447.04,Expense,"Living / Red Diamond / Payments / Car Payments","Joint Account - RBC",Cleared," "
225486435,2025-07-10,"Shopping (Dollarama)",CAD,-3.96,Expense,"Food and Beverages / Groceries,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225486434,2025-07-10,"Groceries (Sobeys)",CAD,-120.32,Expense,"Food and Beverages / Groceries,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225486373,2025-07-10,"Kiaan's Shoes   - Kiaan's 1st Birthday (Amazon.ca)",CAD,16.79,Refund,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday","Credit Card - Amazon",Cleared," "
225486347,2025-07-10,"Other Stuff - Shorts (Amazon.ca) - Nangi",CAD,-84.32,Expense,"Shopping,Extended Family / Parent Visit (Summary 2025),Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
225486327,2025-07-10,"Kids Pool (Amazon.ca)",CAD,-96.04,Expense,"Shopping,Extended Family / Parent Visit (Summary 2025),Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
225468001,2025-07-10,"Shopping (HM)",CAD,-20.33,Expense,Shopping,"Credit Card - RBC",Cleared," "
225468000,2025-07-10,"Duffel Bag - Nangi (Sport Check)",CAD,-62.14,Expense,"Extended Family / Parent Visit (Summary 2025)","Credit Card - RBC",Cleared," "
225467999,2025-07-10,"Shopping (Sport Check)",CAD,-20.99,Expense,"Banking & Finance / Shared,Shopping / Kiaan","Credit Card - RBC",Cleared," "
215961491,2025-07-10,"Reliance Payment",CAD,-40.77,Expense,"Living / Home - 193 Westbank Tr / Payments / Utilities","Joint Account - RBC",Cleared," "
215960796,2025-07-10,"Embridge Gas Payment",CAD,-42.72,Expense,"Living / Home - 193 Westbank Tr / Payments / Utilities","Joint Account - RBC",Cleared," "
225447420,2025-07-09,"Tech List (Amazon.ca) - Nangi",CAD,-606.3,Expense,"Shopping,Extended Family / Parent Visit (Summary 2025),Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
225437989,2025-07-09,"Dinner (Shawarma) - Uber Eats",CAD,-31.62,Expense,"Food and Beverages / Eating Out / Lunch,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225437982,2025-07-09,"Balloon Inflator, Shoes, Pouches - Kiaan's 1st Birthday (Amazon.ca)",CAD,-71.54,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Kiaan - Master,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday","Credit Card - Amazon",Cleared," "
215960882,2025-07-09,"Joint Deposit - R",CAD,1000,Income,"Banking & Finance","Joint Account - RBC",Cleared," "
215960845,2025-07-09,"Joint Deposit - K",CAD,-3000,Transfer,"Banking & Finance","Chequing + Savings - RBC",Cleared," "
215960845,2025-07-09,"Joint Deposit - K",CAD,3000,Transfer,"Banking & Finance","Joint Account - RBC",Cleared," "
225389691,2025-07-08,"Push Wagon + Maracas (Amazon.ca)",CAD,-260.87,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
225388728,2025-07-08,"Dinner (Papa John's) - DoorDash",CAD,-34,Expense,"Food and Beverages / Eating Out / Dinner,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225320447,2025-07-06,"Diapers (Amazon.ca)",CAD,-47.24,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
225320382,2025-07-06,"Tampons (Amazon.ca)",CAD,-14.99,Expense,"Shopping,Banking & Finance / Shared,Banking & Finance / Amazon Card","Credit Card - Amazon",Cleared," "
225320381,2025-07-06,"Clothes - Kiaan's 1st Birthday (Amazon.ca)",CAD,-153.59,Expense,"Banking & Finance / Shared,Shopping / Kiaan,Banking & Finance / Amazon Card,Kiaan - Master / Events / 1st Birthday","Credit Card - Amazon",Cleared," "
225320380,2025-07-06,"Dashpass - DoorDash",CAD,-11.29,Expense,"Services,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
225320379,2025-07-06,"Medicine (Shoppers)",CAD,-26.54,Expense,"Fitness and Health,Banking & Finance / Shared,Extended Family / Parent Visit (Summary 2025)","Credit Card - RBC",Cleared," "
225283480,2025-07-04,"Uber (Clinic to Home)",CAD,-15.66,Expense,"Vehicle and Transportation / Buses & Tuks & Cabs,Banking & Finance / Shared","Credit Card - RBC",Cleared," "
